Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDV57,15.25,Regular,0.0,Snack Foods,178.166,OUT045,2002,,Tier 2,Supermarket Type1,4853.682
FDA21,13.65,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009,Medium,Tier 3,Supermarket Type2,5182.5872
NCO02,11.15,Low Fat,0.07366703,Others,66.2142,OUT018,2009,Medium,Tier 3,Supermarket Type2,131.8284
FDE08,,Low Fat,0.08635240300000001,Fruits and Vegetables,149.8734,OUT019,1985,Small,Tier 1,Grocery Store,445.4202
NCV18,6.775,Low Fat,0.105225964,Household,84.225,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55
FDK14,6.98,Low Fat,0.041098016,Canned,81.6934,OUT035,2004,Small,Tier 2,Supermarket Type1,818.934
FDP48,,Regular,0.043810028,Baking Goods,181.395,OUT027,1985,Medium,Tier 3,Supermarket Type3,6042.135
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,,Tier 3,Grocery Store,327.5736
FDF08,14.3,Regular,0.06519522900000001,Fruits and Vegetables,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,1669.8264
FDU14,17.75,Low Fat,0.034823127,Dairy,248.675,OUT045,2002,,Tier 2,Supermarket Type1,4993.5
FDD46,6.035,LF,0.141542481,Snack Foods,153.1998,OUT045,2002,,Tier 2,Supermarket Type1,1537.9979999999998
FDY04,,Regular,0.042270750999999995,Frozen Foods,162.52100000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4567.388
FDG52,13.65,Low Fat,0.065618434,Frozen Foods,47.6402,OUT035,2004,Small,Tier 2,Supermarket Type1,459.402
FDV48,9.195,Regular,0.051573903,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1,785.6439999999999
FDW27,5.86,Regular,0.151087845,Meat,155.1314,OUT049,1999,Medium,Tier 1,Supermarket Type1,1551.3139999999999
NCF06,6.235,Low Fat,0.033807904,Household,258.9962,OUT010,1998,,Tier 3,Grocery Store,258.9962
DRF36,16.1,Low Fat,0.023673342000000003,Soft Drinks,189.0846,OUT018,2009,Medium,Tier 3,Supermarket Type2,5350.3688
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,,Tier 2,Supermarket Type1,3823.0236
NCP18,12.15,Low Fat,0.02859825,Household,150.4708,OUT046,1997,Small,Tier 1,Supermarket Type1,2257.062
FDL51,20.7,Regular,0.047587685,Dairy,215.0876,OUT045,2002,,Tier 2,Supermarket Type1,5145.3024
NCW41,18.0,Low Fat,0.01548171,Health and Hygiene,159.3604,OUT045,2002,,Tier 2,Supermarket Type1,2059.9852
DRF60,10.8,Low Fat,0.0,Soft Drinks,238.1564,OUT018,2009,Medium,Tier 3,Supermarket Type2,5243.8408
FDY09,,Low Fat,0.044122209,Snack Foods,173.8054,OUT019,1985,Small,Tier 1,Grocery Store,175.1054
NCP05,19.6,Low Fat,0.025281802000000003,Health and Hygiene,152.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2884.2456
FDN60,,Low Fat,0.16660951699999998,Baking Goods,157.6604,OUT019,1985,Small,Tier 1,Grocery Store,316.9208
NCJ43,6.635,Low Fat,0.027222517,Household,174.0396,OUT017,2007,,Tier 2,Supermarket Type1,2093.2752
FDM56,,low fat,0.069851683,Fruits and Vegetables,110.9912,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944
NCO07,9.06,Low Fat,0.009791467,Others,213.25599999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,4687.232
FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,2002,,Tier 2,Supermarket Type1,2516.724
FDG53,10.0,Low Fat,0.046116319,Frozen Foods,141.81799999999998,OUT017,2007,,Tier 2,Supermarket Type1,838.908
FDL09,19.6,Regular,0.127929521,Snack Foods,167.4816,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952
FDS36,8.38,Regular,0.04688734,Baking Goods,107.95700000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,2966.139
DRM59,,Low Fat,0.006289291,Hard Drinks,153.2998,OUT019,1985,Small,Tier 1,Grocery Store,461.3994
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.898
FDT13,14.85,Low Fat,0.018568129,Canned,188.2214,OUT035,2004,Small,Tier 2,Supermarket Type1,3014.7424
FDF10,15.5,Regular,0.0,Snack Foods,147.2418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1324.2762
FDQ28,14.0,Regular,0.060768862,Frozen Foods,154.8656,OUT017,2007,,Tier 2,Supermarket Type1,1390.1904
NCQ53,17.6,Low Fat,0.018889593,Health and Hygiene,236.25900000000001,OUT013,1987,High,Tier 3,Supermarket Type1,4727.18
FDS57,15.5,LF,0.103422709,Snack Foods,144.847,OUT035,2004,Small,Tier 2,Supermarket Type1,1717.764
FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,2002,,Tier 2,Supermarket Type1,2564.6616
FDU51,20.2,Regular,0.09670940800000001,Meat,175.8028,OUT045,2002,,Tier 2,Supermarket Type1,3896.2616
FDP09,,Low Fat,0.033725742999999996,Snack Foods,211.6902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4247.804
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368
FDA47,10.5,Regular,0.11733375,Baking Goods,164.12099999999998,OUT017,2007,,Tier 2,Supermarket Type1,2773.0570000000002
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
NCE54,20.7,Low Fat,0.02695441,Household,73.2354,OUT045,2002,,Tier 2,Supermarket Type1,1504.7079999999999
FDC34,,Regular,0.30247887100000004,Snack Foods,155.4972,OUT019,1985,Small,Tier 1,Grocery Store,311.5944
NCM29,11.5,Low Fat,0.017714096000000002,Health and Hygiene,132.9626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1442.7886
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236
FDI45,13.1,LF,0.037549969,Fruits and Vegetables,176.1054,OUT013,1987,High,Tier 3,Supermarket Type1,4027.4242
NCB43,20.2,Low Fat,0.100114941,Household,188.3898,OUT045,2002,,Tier 2,Supermarket Type1,3554.7062
FDB58,10.5,Regular,0.022590317999999998,Snack Foods,140.6154,OUT010,1998,,Tier 3,Grocery Store,283.6308
FDS49,9.0,Low Fat,0.079794329,Canned,80.1644,OUT017,2007,,Tier 2,Supermarket Type1,1178.4660000000001
FDF09,6.215,Low Fat,0.012167793,Fruits and Vegetables,37.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,111.8544
FDI38,13.35,Regular,0.014649641000000001,Canned,207.3638,OUT049,1999,Medium,Tier 1,Supermarket Type1,5797.7864
FDQ48,14.3,Regular,0.034551415,Baking Goods,98.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,685.1082
NCT53,,low fat,0.0,Health and Hygiene,164.5526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2302.3364
FDP11,,Low Fat,0.120986139,Breads,216.1166,OUT019,1985,Small,Tier 1,Grocery Store,435.4332
NCW17,18.0,Low Fat,0.019386234,Health and Hygiene,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.9856
FDF04,17.5,LF,0.013692598,Frozen Foods,259.7304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3616.6256
FDO15,16.75,Regular,0.008579863,Meat,72.3038,OUT049,1999,Medium,Tier 1,Supermarket Type1,960.7494
FDR45,10.8,Low Fat,0.029001987000000003,Snack Foods,238.6222,OUT045,2002,,Tier 2,Supermarket Type1,8604.7992
FDY15,18.25,Regular,0.171174491,Dairy,156.463,OUT045,2002,,Tier 2,Supermarket Type1,938.778
DRE27,11.85,Low Fat,0.132560174,Dairy,97.2726,OUT013,1987,High,Tier 3,Supermarket Type1,782.9808
FDP24,20.6,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804
NCO43,5.5,Low Fat,0.047364617000000005,Others,100.0016,OUT017,2007,,Tier 2,Supermarket Type1,708.4112
FDL14,8.115,Regular,0.032208865,Canned,154.9972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.1328
NCP06,20.7,LF,0.039238384,Household,152.8366,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.3222
NCQ17,,Low Fat,0.116366304,Health and Hygiene,158.363,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.038
FDU20,,Regular,0.021353642000000003,Fruits and Vegetables,122.1098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744
NCL53,7.5,Low Fat,0.036204764,Health and Hygiene,176.1028,OUT013,1987,High,Tier 3,Supermarket Type1,1948.1308
NCO02,11.15,Low Fat,0.0,Others,65.0142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414
FDY48,14.0,Low Fat,0.023734872,Baking Goods,103.2332,OUT046,1997,Small,Tier 1,Supermarket Type1,1845.5976
FDE10,6.67,Regular,0.0,Snack Foods,133.0626,OUT049,1999,Medium,Tier 1,Supermarket Type1,1573.9512
FDL21,15.85,Regular,0.007146415,Snack Foods,41.048,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96
FDT23,7.72,reg,0.074847665,Breads,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888
FDT11,,Regular,0.02923013,Breads,189.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3564
NCO55,,Low Fat,0.090596378,Others,106.6938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.0698
FDJ28,12.3,Low Fat,0.021860985,Frozen Foods,193.3162,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592
FDA15,9.3,LF,0.016113019,Dairy,248.8092,OUT017,2007,,Tier 2,Supermarket Type1,5976.2208
FDE02,8.71,low fat,0.121149472,Canned,93.7778,OUT013,1987,High,Tier 3,Supermarket Type1,1783.6782
NCQ29,12.0,Low Fat,0.0,Health and Hygiene,262.3278,OUT017,2007,,Tier 2,Supermarket Type1,1561.9668
FDO32,6.36,Low Fat,0.121034655,Fruits and Vegetables,47.506,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.938
DRI03,6.03,Low Fat,0.0,Dairy,175.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252
NCF42,17.35,Low Fat,0.168329848,Household,176.7712,OUT017,2007,,Tier 2,Supermarket Type1,2812.3392
FDI53,8.895,Regular,0.137618927,Frozen Foods,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596
FDO15,16.75,Regular,0.008615000000000001,Meat,72.4038,OUT017,2007,,Tier 2,Supermarket Type1,739.038
DRE48,8.43,LF,0.017322453999999998,Soft Drinks,196.8768,OUT035,2004,Small,Tier 2,Supermarket Type1,3350.3056
FDA44,19.7,Low Fat,0.053178425,Fruits and Vegetables,55.993,OUT013,1987,High,Tier 3,Supermarket Type1,905.488
FDN49,17.25,Regular,0.125200788,Breakfast,41.648,OUT035,2004,Small,Tier 2,Supermarket Type1,679.1160000000001
FDR01,5.405,Regular,0.053839714000000004,Canned,198.6742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904
FDQ46,7.51,Low Fat,0.10372663900000001,Snack Foods,110.6544,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248
FDH45,15.1,Regular,0.10583111699999999,Fruits and Vegetables,41.6796,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.3124
FDQ20,8.325,Low Fat,0.029953313999999998,Fruits and Vegetables,39.5138,OUT017,2007,,Tier 2,Supermarket Type1,568.5932
FDS48,15.15,Low Fat,0.027774002000000002,Baking Goods,152.3708,OUT035,2004,Small,Tier 2,Supermarket Type1,3159.8868
NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,2002,,Tier 2,Supermarket Type1,2716.4640000000004
DRG37,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692
FDY52,6.365,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,1997,Small,Tier 1,Supermarket Type1,796.2968
FDG59,15.85,Low Fat,0.043322254000000004,Starchy Foods,39.6164,OUT045,2002,,Tier 2,Supermarket Type1,1004.0264
FDS45,5.175,Regular,0.04937018,Snack Foods,106.7622,OUT010,1998,,Tier 3,Grocery Store,211.7244
FDW26,11.8,Regular,0.10703694300000001,Dairy,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,4447.544
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,2004,Small,Tier 2,Supermarket Type1,2616.594
FDI10,8.51,Regular,0.078526225,Snack Foods,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,5000.8238
FDY37,17.0,Regular,0.026622757,Canned,144.247,OUT045,2002,,Tier 2,Supermarket Type1,3149.2340000000004
NCL53,,Low Fat,0.0,Health and Hygiene,175.4028,OUT027,1985,Medium,Tier 3,Supermarket Type3,6729.9064
FDU23,12.15,Low Fat,0.021705417,Breads,163.5184,OUT013,1987,High,Tier 3,Supermarket Type1,3137.2496
FDT19,7.59,Regular,0.145631695,Fruits and Vegetables,172.808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404
FDR11,10.5,Regular,0.142511272,Breads,158.7578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092
FDW07,18.0,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1,1505.3738
NCV06,11.3,Low Fat,0.066952965,Household,192.0478,OUT018,2009,Medium,Tier 3,Supermarket Type2,3099.9648
FDB20,7.72,LF,0.051970838,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.958
NCS54,13.6,LF,0.010033871,Household,177.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,2293.681
FDZ31,15.35,Regular,0.113217223,Fruits and Vegetables,191.1504,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536
NCN29,,Low Fat,0.021214364,Health and Hygiene,48.2034,OUT019,1985,Small,Tier 1,Grocery Store,97.2068
FDD32,17.7,Regular,0.040897932000000005,Fruits and Vegetables,82.6276,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484
NCN06,8.39,Low Fat,0.20168772,Household,162.8868,OUT010,1998,,Tier 3,Grocery Store,327.5736
FDR27,15.1,Regular,0.09624984199999999,Meat,134.4942,OUT049,1999,Medium,Tier 1,Supermarket Type1,2119.9072
FDG05,11.0,Regular,0.08784714099999999,Frozen Foods,156.863,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.797
FDM10,18.25,Low Fat,0.07595723,Snack Foods,214.1218,OUT035,2004,Small,Tier 2,Supermarket Type1,1282.3308
FDX33,9.195,Regular,0.117387066,Snack Foods,160.2578,OUT013,1987,High,Tier 3,Supermarket Type1,4492.8184
FDL46,,Low Fat,0.053795154000000005,Snack Foods,117.7466,OUT027,1985,Medium,Tier 3,Supermarket Type3,1414.1592
FDL21,15.85,Regular,0.0071609080000000006,Snack Foods,39.348,OUT045,2002,,Tier 2,Supermarket Type1,719.064
FDC34,16.0,Regular,0.173027688,Snack Foods,155.2972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3583.3356
FDJ10,5.095,Regular,0.13003120699999998,Snack Foods,142.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,561.9352
FDL48,19.35,Regular,0.08226641900000001,Baking Goods,48.8034,OUT046,1997,Small,Tier 1,Supermarket Type1,340.2238
FDU02,13.35,Low Fat,0.1027194,Dairy,228.8352,OUT045,2002,,Tier 2,Supermarket Type1,5267.8096
FDD22,10.0,Low Fat,0.09980462300000001,Snack Foods,113.7544,OUT049,1999,Medium,Tier 1,Supermarket Type1,3243.7776
FDJ55,12.8,Regular,0.023567538,Meat,226.8404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4500.808
FDB40,17.5,Regular,0.007570599,Dairy,144.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2187.153
FDI33,16.5,Low Fat,0.028418817000000002,Snack Foods,92.8146,OUT046,1997,Small,Tier 1,Supermarket Type1,2097.9358
NCN53,5.175,Low Fat,0.030479118,Health and Hygiene,33.2874,OUT018,2009,Medium,Tier 3,Supermarket Type2,635.1732
FDR09,,Low Fat,0.077348214,Snack Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,8028.8822
FDO57,20.75,Low Fat,0.108710162,Snack Foods,161.7578,OUT046,1997,Small,Tier 1,Supermarket Type1,2888.2404
NCY29,13.65,Low Fat,0.077670981,Health and Hygiene,55.093,OUT017,2007,,Tier 2,Supermarket Type1,1301.639
FDB51,6.92,Low Fat,0.038610722,Dairy,61.4852,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.2892
NCO18,13.15,Low Fat,0.024651269,Household,179.5686,OUT046,1997,Small,Tier 1,Supermarket Type1,1422.1488
FDB23,19.2,Regular,0.005611367,Starchy Foods,226.2062,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.9434
FDY25,12.0,Low Fat,0.034112832999999995,Canned,180.1976,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.1472
NCL31,7.39,LF,0.12046799400000001,Others,145.14700000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,5296.439
NCL41,12.35,Low Fat,0.041973712,Health and Hygiene,35.7216,OUT017,2007,,Tier 2,Supermarket Type1,519.3240000000001
FDJ34,11.8,Regular,0.093801337,Snack Foods,126.0704,OUT049,1999,Medium,Tier 1,Supermarket Type1,1251.704
FDR35,12.5,Low Fat,0.020739698,Breads,198.9742,OUT045,2002,,Tier 2,Supermarket Type1,995.3710000000001
DRI25,19.6,Low Fat,0.03387323,Soft Drinks,56.1614,OUT013,1987,High,Tier 3,Supermarket Type1,828.921
NCH18,9.3,Low Fat,0.044730667,Household,245.1802,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456.802
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.0282
FDK21,7.905,Low Fat,0.016758568999999997,Snack Foods,250.4408,OUT010,1998,,Tier 3,Grocery Store,500.6816
DRO59,11.8,Low Fat,0.054460571,Hard Drinks,77.0012,OUT017,2007,,Tier 2,Supermarket Type1,2277.036
DRJ24,11.8,Low Fat,0.113790879,Soft Drinks,185.3924,OUT018,2009,Medium,Tier 3,Supermarket Type2,370.1848
FDG16,,Low Fat,0.157257637,Frozen Foods,215.0192,OUT019,1985,Small,Tier 1,Grocery Store,1078.596
FDO60,20.0,Low Fat,0.05752754400000001,Baking Goods,43.1086,OUT010,1998,,Tier 3,Grocery Store,89.2172
FDW15,15.35,Regular,0.055103174000000005,Meat,149.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2820.9946
DRZ11,8.85,Regular,0.11284010800000001,Soft Drinks,122.0388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.388
FDB05,,Low Fat,0.145669556,Frozen Foods,247.2776,OUT019,1985,Small,Tier 1,Grocery Store,743.0328
FDR45,,Low Fat,0.0,Snack Foods,240.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.3996
NCX29,10.0,Low Fat,0.08915252800000001,Health and Hygiene,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,437.4306
FDN04,11.8,reg,0.014087057,Frozen Foods,180.3344,OUT046,1997,Small,Tier 1,Supermarket Type1,1427.4752
NCN26,10.85,Low Fat,0.0,Household,119.0808,OUT013,1987,High,Tier 3,Supermarket Type1,2343.616
NCS18,12.65,Low Fat,0.042211119000000005,Household,108.6938,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.5194
FDD46,,Low Fat,0.140571971,Snack Foods,154.7998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3383.5956
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
FDV23,11.0,LF,0.10626789999999998,Breads,123.2046,OUT018,2009,Medium,Tier 3,Supermarket Type2,3237.1196
DRM37,15.35,Low Fat,0.09679049699999999,Soft Drinks,197.2768,OUT018,2009,Medium,Tier 3,Supermarket Type2,3941.5359999999996
NCB19,6.525,LF,0.09027863400000001,Household,86.7882,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.4286
DRH23,14.65,Low Fat,0.17066366100000002,Hard Drinks,56.4614,OUT045,2002,,Tier 2,Supermarket Type1,1436.7964
FDB09,16.25,Low Fat,0.057629899000000005,Fruits and Vegetables,123.9046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1120.5414
FDP22,,Regular,0.0,Snack Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
FDL02,20.0,Regular,0.10399676,Canned,107.4622,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933
FDV38,19.25,Low Fat,0.10168915099999999,Dairy,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,163.7868
DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,2007,,Tier 2,Supermarket Type1,1416.8224
NCZ41,19.85,Low Fat,0.0,Health and Hygiene,126.1704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1877.556
NCE31,7.67,Low Fat,0.18484357899999998,Household,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,727.0536
FDA32,14.0,Low Fat,0.030094192000000002,Fruits and Vegetables,215.7192,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596
FDB17,,Low Fat,0.06420812599999999,Frozen Foods,180.1976,OUT019,1985,Small,Tier 1,Grocery Store,181.0976
DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,OUT046,1997,Small,Tier 1,Supermarket Type1,1826.9552
FDT39,6.26,reg,0.009883257,Meat,149.8366,OUT049,1999,Medium,Tier 1,Supermarket Type1,1964.7758
DRP35,18.85,Low Fat,0.090850115,Hard Drinks,126.6336,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024
FDC14,14.5,Regular,0.041313203,Canned,42.0454,OUT049,1999,Medium,Tier 1,Supermarket Type1,377.5086
FDP33,,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,1985,Medium,Tier 3,Supermarket Type3,10993.6896
NCS30,5.945,Low Fat,0.09302620699999999,Household,128.7652,OUT046,1997,Small,Tier 1,Supermarket Type1,516.6608
DRE37,13.5,Low Fat,0.0,Soft Drinks,189.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.872
NCB18,19.6,Low Fat,0.041283361,Household,87.0514,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.2336
FDE36,5.26,Regular,0.041857101,Baking Goods,162.7868,OUT045,2002,,Tier 2,Supermarket Type1,4258.4568
FDW19,12.35,Regular,0.038578501,Fruits and Vegetables,109.557,OUT045,2002,,Tier 2,Supermarket Type1,1757.7120000000002
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998,,Tier 3,Grocery Store,88.5514
FDK16,9.065,Low Fat,0.115563679,Frozen Foods,96.0094,OUT045,2002,,Tier 2,Supermarket Type1,1713.7692
FDO11,,Regular,0.030118337999999998,Breads,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,3486.1288
FDP22,14.65,Regular,0.099535996,Snack Foods,52.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992
FDQ14,9.27,Low Fat,0.061883352999999995,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1647.855
FDV48,,Regular,0.051366901,Baking Goods,77.0644,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.1404
FDG02,,Low Fat,0.019716846,Canned,191.9188,OUT019,1985,Small,Tier 1,Grocery Store,571.2564
FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,3779.0808
NCO07,9.06,Low Fat,0.009816092,Others,211.856,OUT018,2009,Medium,Tier 3,Supermarket Type2,3621.952
NCV06,11.3,Low Fat,0.066816565,Household,192.2478,OUT045,2002,,Tier 2,Supermarket Type1,1356.2346
FDM60,10.8,Regular,0.0,Baking Goods,39.3138,OUT013,1987,High,Tier 3,Supermarket Type1,1015.345
FDD10,20.6,Regular,0.0,Snack Foods,178.1344,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688
NCH43,8.42,Low Fat,0.070555571,Household,216.0192,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.9112
NCN19,,Low Fat,0.021184746,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506
NCI55,18.6,Low Fat,0.012673238,Household,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,4020.7662
FDZ51,11.3,Regular,0.054637635,Meat,93.3094,OUT049,1999,Medium,Tier 1,Supermarket Type1,3046.7008
NCQ05,,Low Fat,0.037829469,Health and Hygiene,151.0708,OUT019,1985,Small,Tier 1,Grocery Store,451.4124
FDA01,15.0,Regular,0.054367970999999994,Canned,58.5904,OUT035,2004,Small,Tier 2,Supermarket Type1,996.0368
FDU11,4.785,Low Fat,0.0931174,Breads,118.6098,OUT017,2007,,Tier 2,Supermarket Type1,361.5294
FDY03,,Regular,0.075753207,Meat,111.1202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3150.5656
FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168
NCI06,11.3,Low Fat,0.04767798,Household,181.46599999999998,OUT013,1987,High,Tier 3,Supermarket Type1,3775.086
FDH19,19.35,Low Fat,0.03322326,Meat,172.0738,OUT018,2009,Medium,Tier 3,Supermarket Type2,3301.7022
NCP54,15.35,Low Fat,0.035143024,Household,124.37299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.9410000000003
FDA19,7.52,Low Fat,0.055213208,Fruits and Vegetables,129.5994,OUT049,1999,Medium,Tier 1,Supermarket Type1,642.497
FDT34,9.3,Low Fat,0.174703862,Snack Foods,104.0964,OUT045,2002,,Tier 2,Supermarket Type1,1788.3388
FDE11,17.7,Regular,0.226122963,Starchy Foods,185.7924,OUT010,1998,,Tier 3,Grocery Store,370.1848
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156
